customer_id,legitimate_count,fraudulent_count,Transportation,Food,Fashion,Leisure,Health,Home
'C1023803355',167.0,0.0,151.0,7.0,1.0,0.0,1.0,0.0
'C1025104996',174.0,0.0,149.0,12.0,4.0,0.0,7.0,0.0
'C10263180',169.0,0.0,149.0,6.0,1.0,0.0,3.0,0.0
'C1027777422',176.0,0.0,152.0,13.0,0.0,0.0,1.0,2.0
'C1028143403',182.0,0.0,150.0,15.0,1.0,0.0,9.0,0.0
'C1028995887',78.0,1.0,59.0,2.0,1.0,0.0,4.0,2.0
'C1029994689',172.0,0.0,153.0,5.0,2.0,0.0,3.0,0.0
'C1030484150',171.0,1.0,150.0,4.0,3.0,0.0,0.0,3.0
'C1030975170',176.0,0.0,148.0,9.0,4.0,0.0,3.0,5.0
'C1031698099',179.0,0.0,154.0,8.0,6.0,0.0,5.0,3.0
'C1032319289',176.0,6.0,150.0,12.0,1.0,0.0,9.0,1.0
'C103240070',148.0,3.0,116.0,7.0,6.0,0.0,9.0,2.0
'C1032715879',165.0,0.0,148.0,3.0,3.0,0.0,0.0,0.0
'C1033416330',122.0,1.0,102.0,9.0,1.0,0.0,4.0,0.0
'C1033736586',140.0,2.0,121.0,7.0,0.0,0.0,2.0,2.0
'C1033848759',165.0,0.0,147.0,10.0,2.0,0.0,0.0,2.0
'C1034685704',156.0,0.0,125.0,9.0,0.0,0.0,4.0,0.0
'C1035154937',25.0,5.0,0.0,0.0,0.0,1.0,15.0,1.0
'C1035222482',159.0,0.0,141.0,3.0,0.0,0.0,5.0,0.0
'C1035581047',171.0,0.0,152.0,7.0,3.0,0.0,5.0,0.0
'C1035666255',170.0,0.0,150.0,12.0,2.0,0.0,1.0,0.0
'C1035681921',176.0,0.0,155.0,10.0,0.0,0.0,3.0,0.0
'C1036903280',48.0,3.0,24.0,0.0,1.0,0.0,13.0,1.0
'C1037161656',171.0,1.0,153.0,5.0,1.0,0.0,2.0,0.0
'C1037622786',161.0,1.0,147.0,0.0,0.0,0.0,0.0,0.0
'C1038215695',71.0,8.0,53.0,5.0,2.0,0.0,5.0,2.0
'C1038277619',107.0,5.0,93.0,1.0,0.0,1.0,4.0,0.0
'C1038329920',136.0,1.0,119.0,8.0,0.0,0.0,2.0,0.0
'C1038722314',164.0,2.0,149.0,3.0,1.0,1.0,0.0,0.0
'C1038733568',166.0,0.0,142.0,8.0,2.0,0.0,5.0,0.0
'C1038879380',172.0,1.0,160.0,2.0,2.0,0.0,1.0,1.0
'C1038996959',168.0,0.0,149.0,12.0,1.0,0.0,0.0,1.0
'C1039035065',171.0,0.0,144.0,9.0,1.0,0.0,7.0,3.0
'C1039390058',163.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0
'C1039748502',167.0,0.0,148.0,2.0,2.0,0.0,5.0,0.0
'C103995111',15.0,1.0,2.0,0.0,2.0,1.0,5.0,0.0
'C1040272582',176.0,0.0,146.0,10.0,4.0,0.0,5.0,0.0
'C1040303644',170.0,1.0,153.0,9.0,2.0,0.0,1.0,0.0
'C1040405455',129.0,1.0,107.0,5.0,3.0,0.0,8.0,1.0
'C1040980271',177.0,0.0,159.0,8.0,1.0,0.0,5.0,0.0
'C1043282651',160.0,0.0,142.0,4.0,1.0,0.0,1.0,0.0
'C1043677034',149.0,0.0,121.0,10.0,0.0,0.0,1.0,1.0
'C104392148',173.0,0.0,145.0,11.0,2.0,0.0,11.0,0.0
'C1043944424',164.0,0.0,140.0,14.0,1.0,0.0,1.0,0.0
'C1045214627',179.0,0.0,146.0,16.0,4.0,0.0,5.0,0.0
'C1045324088',115.0,4.0,85.0,4.0,2.0,0.0,6.0,0.0
'C1045652139',145.0,1.0,115.0,12.0,1.0,0.0,10.0,0.0
'C1045850211',98.0,3.0,76.0,11.0,1.0,0.0,1.0,1.0
'C1046896257',131.0,5.0,108.0,1.0,1.0,0.0,4.0,3.0
'C1047374909',165.0,0.0,149.0,3.0,0.0,0.0,1.0,2.0
'C1047521541',171.0,0.0,155.0,4.0,0.0,0.0,1.0,0.0
'C1048588440',172.0,0.0,151.0,14.0,1.0,0.0,5.0,0.0
'C1048694975',157.0,0.0,143.0,7.0,0.0,0.0,1.0,0.0
'C1049562739',158.0,0.0,137.0,7.0,6.0,0.0,0.0,0.0
'C1049957303',163.0,0.0,135.0,18.0,2.0,0.0,3.0,3.0
'C105013970',160.0,0.0,124.0,2.0,4.0,0.0,1.0,6.0
'C1050458046',169.0,3.0,133.0,13.0,6.0,1.0,9.0,1.0
'C1050663079',173.0,0.0,150.0,10.0,1.0,0.0,5.0,0.0
'C1050807234',157.0,0.0,138.0,0.0,1.0,0.0,1.0,0.0
'C1051356798',170.0,1.0,148.0,8.0,1.0,0.0,3.0,0.0
'C1051682954',168.0,0.0,148.0,8.0,1.0,0.0,7.0,0.0
'C1051712338',167.0,4.0,151.0,2.0,4.0,0.0,2.0,0.0
'C1051985937',15.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0
'C1053477622',173.0,0.0,151.0,6.0,3.0,0.0,3.0,0.0
'C1054818236',177.0,0.0,151.0,6.0,4.0,0.0,3.0,1.0
'C1055164842',174.0,0.0,149.0,11.0,1.0,0.0,3.0,1.0
'C1055224400',90.0,5.0,75.0,0.0,1.0,0.0,9.0,0.0
'C1056476734',179.0,1.0,160.0,8.0,2.0,0.0,3.0,0.0
'C1056640661',141.0,0.0,123.0,10.0,3.0,0.0,0.0,0.0
'C1057259459',154.0,1.0,127.0,7.0,1.0,0.0,5.0,0.0
'C1057285507',169.0,0.0,154.0,3.0,1.0,0.0,0.0,1.0
'C1057813963',156.0,2.0,126.0,13.0,2.0,0.0,8.0,1.0
'C1058213633',108.0,1.0,91.0,4.0,1.0,1.0,3.0,0.0
'C105845174',106.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0
'C1058652489',170.0,0.0,152.0,8.0,7.0,0.0,0.0,0.0
'C1058785965',56.0,1.0,40.0,2.0,0.0,1.0,7.0,0.0
'C1059534096',164.0,0.0,146.0,7.0,1.0,0.0,0.0,0.0
'C1059874896',172.0,1.0,155.0,11.0,2.0,0.0,0.0,0.0
'C1060018471',160.0,0.0,139.0,7.0,0.0,0.0,5.0,1.0
'C1060120913',147.0,0.0,124.0,13.0,0.0,0.0,1.0,0.0
'C1060270098',172.0,4.0,149.0,2.0,0.0,1.0,3.0,0.0
'C1060470494',173.0,0.0,151.0,14.0,0.0,0.0,7.0,0.0
'C106333716',173.0,0.0,148.0,16.0,2.0,0.0,3.0,0.0
'C1063753312',166.0,0.0,147.0,11.0,0.0,0.0,3.0,1.0
'C106397937',182.0,0.0,155.0,9.0,0.0,0.0,1.0,0.0
'C1065812935',20.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0
'C1066003783',6.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0
'C1066456457',165.0,0.0,149.0,11.0,0.0,0.0,0.0,0.0
'C1067134113',173.0,0.0,151.0,5.0,1.0,0.0,3.0,0.0
'C1067165398',163.0,0.0,149.0,8.0,2.0,0.0,1.0,0.0
'C1067668919',139.0,0.0,130.0,2.0,1.0,0.0,0.0,0.0
'C1067734462',172.0,0.0,145.0,8.0,0.0,0.0,1.0,2.0
'C1068772542',155.0,1.0,135.0,8.0,2.0,1.0,3.0,0.0
'C106931168',78.0,4.0,65.0,2.0,1.0,0.0,3.0,1.0
'C1069635670',117.0,2.0,102.0,1.0,2.0,0.0,3.0,1.0
'C1069648311',120.0,1.0,95.0,8.0,0.0,0.0,9.0,1.0
'C1070277785',144.0,4.0,128.0,2.0,0.0,0.0,0.0,0.0
'C1070471979',177.0,0.0,151.0,10.0,4.0,0.0,5.0,0.0
'C107125195',170.0,0.0,153.0,11.0,1.0,0.0,0.0,0.0
'C1072166767',162.0,0.0,147.0,5.0,2.0,0.0,3.0,1.0
'C1072577677',174.0,0.0,149.0,19.0,1.0,0.0,3.0,0.0
'C1073067421',128.0,0.0,112.0,13.0,1.0,0.0,1.0,0.0
'C1073155388',167.0,0.0,151.0,10.0,1.0,0.0,3.0,0.0
'C1073865173',93.0,2.0,81.0,3.0,1.0,0.0,2.0,0.0
'C1074203200',167.0,0.0,150.0,10.0,1.0,0.0,0.0,1.0
'C107438779',175.0,0.0,155.0,6.0,2.0,0.0,5.0,1.0
'C10745331',161.0,0.0,145.0,8.0,1.0,0.0,1.0,1.0
'C1075692577',177.0,0.0,156.0,6.0,2.0,0.0,1.0,1.0
'C1075787773',160.0,1.0,143.0,8.0,0.0,1.0,3.0,0.0
'C1076053396',171.0,1.0,147.0,11.0,2.0,0.0,4.0,1.0
'C1076110991',109.0,3.0,86.0,5.0,3.0,0.0,6.0,0.0
'C1077245673',156.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0
'C1078316853',160.0,1.0,145.0,5.0,1.0,0.0,0.0,0.0
'C1078351181',144.0,1.0,122.0,6.0,2.0,0.0,3.0,0.0
'C1078596280',176.0,0.0,159.0,4.0,0.0,0.0,1.0,0.0
'C1078619612',160.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
'C1079254393',141.0,24.0,116.0,13.0,3.0,4.0,10.0,1.0
'C1079965849',138.0,0.0,113.0,1.0,1.0,0.0,2.0,0.0
'C1080032135',122.0,9.0,104.0,5.0,2.0,0.0,2.0,1.0
'C1080719046',170.0,0.0,160.0,2.0,2.0,0.0,1.0,0.0
'C1080813886',81.0,2.0,64.0,0.0,0.0,1.0,1.0,1.0
'C1081618305',177.0,0.0,152.0,7.0,0.0,0.0,7.0,1.0
'C1081944543',178.0,0.0,153.0,15.0,0.0,0.0,5.0,0.0
'C1082301057',12.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0
'C1082462651',175.0,0.0,149.0,18.0,1.0,0.0,1.0,1.0
'C1082594377',144.0,2.0,123.0,5.0,0.0,0.0,3.0,0.0
'C1082608644',174.0,0.0,152.0,10.0,2.0,0.0,7.0,0.0
'C108266856',174.0,0.0,144.0,15.0,2.0,0.0,3.0,0.0
'C1082732879',168.0,0.0,145.0,8.0,0.0,0.0,1.0,0.0
'C1082769360',143.0,1.0,125.0,1.0,1.0,0.0,0.0,0.0
'C1083375349',179.0,0.0,147.0,10.0,1.0,0.0,13.0,5.0
'C1083859927',163.0,0.0,150.0,4.0,1.0,0.0,3.0,0.0
'C1084001812',107.0,3.0,73.0,9.0,2.0,0.0,15.0,0.0
'C1084672760',164.0,0.0,142.0,12.0,2.0,0.0,5.0,0.0
'C1085056650',146.0,3.0,128.0,5.0,1.0,1.0,1.0,0.0
'C1085689043',144.0,0.0,121.0,5.0,0.0,0.0,1.0,0.0
'C1086957388',167.0,0.0,155.0,2.0,1.0,0.0,1.0,0.0
'C1087227796',144.0,2.0,126.0,6.0,0.0,0.0,3.0,0.0
'C1087747329',178.0,0.0,145.0,12.0,3.0,0.0,7.0,0.0
'C1087788850',171.0,0.0,155.0,10.0,0.0,0.0,0.0,0.0
'C1087943403',168.0,0.0,149.0,6.0,0.0,0.0,7.0,0.0
'C108794529',178.0,0.0,150.0,15.0,4.0,0.0,5.0,0.0
'C1088464518',177.0,0.0,155.0,3.0,0.0,0.0,1.0,0.0
'C1088768738',172.0,0.0,142.0,18.0,1.0,0.0,7.0,0.0
'C1088853847',76.0,0.0,61.0,0.0,1.0,0.0,1.0,0.0
'C108940648',177.0,0.0,143.0,16.0,2.0,0.0,11.0,0.0
'C1089789227',169.0,0.0,144.0,6.0,6.0,0.0,9.0,1.0
'C1089848865',164.0,0.0,144.0,10.0,2.0,0.0,3.0,0.0
'C1089903335',176.0,0.0,151.0,7.0,1.0,0.0,5.0,0.0
'C1090046399',180.0,0.0,150.0,11.0,1.0,0.0,11.0,0.0
'C1090528803',188.0,0.0,154.0,9.0,2.0,0.0,15.0,3.0
'C1090604904',164.0,0.0,146.0,4.0,0.0,0.0,5.0,0.0
'C1091680547',133.0,0.0,115.0,10.0,0.0,0.0,3.0,1.0
'C1091966081',169.0,0.0,152.0,6.0,1.0,0.0,5.0,1.0
'C1092512638',177.0,0.0,153.0,9.0,5.0,0.0,3.0,5.0
'C1092769857',171.0,3.0,138.0,9.0,1.0,0.0,7.0,1.0
'C1093060677',165.0,0.0,150.0,6.0,1.0,0.0,1.0,0.0
'C1093826151',167.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0
'C1093842718',177.0,0.0,148.0,6.0,0.0,0.0,3.0,0.0
'C1095087737',128.0,0.0,116.0,0.0,1.0,0.0,4.0,0.0
'C1095241409',173.0,0.0,157.0,6.0,0.0,0.0,1.0,0.0
'C1095604325',172.0,0.0,154.0,7.0,3.0,0.0,5.0,1.0
'C1095821033',171.0,0.0,153.0,12.0,0.0,0.0,1.0,0.0
'C109617474',169.0,0.0,152.0,5.0,2.0,0.0,1.0,0.0
'C109634232',179.0,0.0,158.0,2.0,4.0,0.0,0.0,0.0
'C1096642744',99.0,1.0,74.0,4.0,7.0,0.0,10.0,0.0
'C1097812196',167.0,0.0,139.0,10.0,6.0,0.0,3.0,1.0
'C1098012335',141.0,0.0,116.0,9.0,2.0,0.0,5.0,1.0
'C1098443227',167.0,0.0,141.0,5.0,5.0,0.0,4.0,0.0
'C109947606',176.0,0.0,142.0,11.0,4.0,0.0,15.0,1.0
'C1100053869',177.0,0.0,151.0,9.0,7.0,0.0,1.0,1.0
'C1100276718',172.0,0.0,146.0,4.0,0.0,0.0,3.0,1.0
'C1100289413',147.0,2.0,126.0,1.0,1.0,0.0,1.0,0.0
'C1100337763',155.0,0.0,122.0,12.0,4.0,0.0,5.0,0.0
'C1100361227',132.0,1.0,113.0,3.0,2.0,0.0,2.0,0.0
'C1100510913',173.0,0.0,146.0,19.0,0.0,0.0,5.0,1.0
'C1100570635',158.0,2.0,128.0,11.0,1.0,0.0,10.0,1.0
'C1101213728',176.0,0.0,154.0,10.0,1.0,0.0,5.0,0.0
'C1101433185',94.0,2.0,77.0,4.0,0.0,0.0,3.0,1.0
'C1101633489',60.0,5.0,41.0,0.0,0.0,1.0,6.0,1.0
'C1101722853',180.0,0.0,155.0,13.0,4.0,0.0,7.0,0.0
'C1102156492',174.0,0.0,145.0,10.0,1.0,0.0,11.0,1.0
'C1102464953',173.0,0.0,145.0,11.0,2.0,0.0,7.0,1.0
'C1104044396',171.0,0.0,149.0,11.0,0.0,0.0,0.0,0.0
'C1104967901',163.0,0.0,137.0,11.0,6.0,0.0,3.0,0.0
'C1105086283',172.0,0.0,152.0,10.0,0.0,0.0,3.0,0.0
'C1107442215',169.0,3.0,142.0,13.0,0.0,0.0,5.0,0.0
'C1107580024',127.0,0.0,112.0,3.0,1.0,0.0,1.0,0.0
'C1108226372',151.0,0.0,125.0,13.0,1.0,0.0,5.0,0.0
'C1108787528',150.0,1.0,127.0,7.0,0.0,0.0,7.0,1.0
'C1108967401',171.0,0.0,134.0,11.0,3.0,0.0,13.0,1.0
'C1110919755',151.0,1.0,134.0,6.0,1.0,1.0,1.0,1.0
'C11116138',167.0,0.0,137.0,14.0,3.0,0.0,3.0,1.0
'C111217068',118.0,1.0,105.0,0.0,0.0,0.0,3.0,0.0
'C1112424232',152.0,5.0,133.0,4.0,3.0,0.0,4.0,0.0
'C1113166893',109.0,0.0,95.0,8.0,1.0,0.0,1.0,0.0
'C1114643543',171.0,0.0,155.0,5.0,1.0,0.0,5.0,0.0
'C1114685649',144.0,0.0,122.0,7.0,1.0,0.0,4.0,2.0
'C1116417172',133.0,0.0,114.0,4.0,2.0,0.0,3.0,0.0
'C111678629',85.0,2.0,70.0,2.0,1.0,0.0,7.0,0.0
'C1117259261',83.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0
'C1117294574',166.0,0.0,151.0,6.0,1.0,0.0,3.0,1.0
'C1117403153',163.0,3.0,152.0,0.0,1.0,1.0,0.0,0.0
'C1118932469',172.0,0.0,157.0,4.0,1.0,0.0,2.0,0.0
'C1118984324',160.0,0.0,133.0,8.0,4.0,0.0,9.0,0.0
'C1120165888',85.0,1.0,78.0,0.0,0.0,0.0,3.0,0.0
'C1121327223',171.0,0.0,142.0,14.0,0.0,0.0,11.0,1.0
'C1122213892',176.0,0.0,152.0,2.0,4.0,0.0,11.0,0.0
'C1122303126',67.0,1.0,47.0,0.0,0.0,0.0,5.0,1.0
'C1122835446',175.0,2.0,153.0,14.0,1.0,0.0,2.0,1.0
'C1123042802',170.0,0.0,148.0,8.0,1.0,0.0,5.0,0.0
'C1123627503',174.0,0.0,145.0,13.0,2.0,0.0,11.0,0.0
'C1124449361',53.0,2.0,42.0,0.0,1.0,0.0,5.0,0.0
'C1124718683',65.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0
'C1125132707',108.0,3.0,92.0,2.0,1.0,0.0,6.0,2.0
'C1125717761',165.0,4.0,148.0,4.0,0.0,0.0,6.0,0.0
'C1125832994',177.0,0.0,157.0,7.0,4.0,0.0,1.0,0.0
'C1126112663',163.0,1.0,141.0,3.0,1.0,0.0,1.0,0.0
'C1126297464',169.0,0.0,150.0,6.0,4.0,0.0,5.0,0.0
'C1127069069',172.0,8.0,147.0,11.0,2.0,1.0,2.0,0.0
'C1127607634',120.0,0.0,108.0,6.0,1.0,0.0,3.0,0.0
'C1127983201',176.0,0.0,157.0,10.0,1.0,0.0,5.0,0.0
'C1128349548',177.0,0.0,154.0,6.0,0.0,0.0,1.0,2.0
'C1128965136',175.0,0.0,151.0,11.0,4.0,0.0,3.0,0.0
'C1129111658',124.0,0.0,93.0,8.0,3.0,0.0,6.0,4.0
'C1129265408',180.0,0.0,153.0,8.0,4.0,0.0,7.0,1.0
'C1129461636',167.0,0.0,152.0,4.0,1.0,0.0,0.0,1.0
'C1129737137',171.0,1.0,140.0,12.0,4.0,0.0,7.0,0.0
'C1130259702',164.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0
'C1130847219',163.0,0.0,147.0,3.0,2.0,0.0,0.0,0.0
'C1131883667',5.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0
'C1132392725',89.0,1.0,54.0,3.0,5.0,0.0,18.0,0.0
'C1132565589',177.0,0.0,146.0,9.0,3.0,0.0,13.0,3.0
'C113294083',144.0,0.0,124.0,9.0,1.0,0.0,3.0,0.0
'C1133298590',142.0,0.0,116.0,5.0,1.0,0.0,8.0,0.0
'C1133386558',114.0,0.0,94.0,11.0,2.0,0.0,2.0,1.0
'C1133451243',163.0,0.0,142.0,3.0,4.0,0.0,1.0,0.0
'C1134229140',96.0,2.0,81.0,4.0,1.0,0.0,1.0,0.0
'C1134333439',139.0,3.0,111.0,5.0,0.0,1.0,8.0,2.0
'C1134533551',125.0,1.0,113.0,6.0,1.0,0.0,1.0,1.0
'C1134994937',172.0,0.0,149.0,11.0,4.0,0.0,7.0,0.0
'C1135201785',145.0,0.0,125.0,10.0,2.0,0.0,3.0,0.0
'C1135495199',163.0,0.0,145.0,6.0,1.0,0.0,0.0,1.0
'C1135867657',171.0,0.0,139.0,15.0,5.0,0.0,5.0,1.0
'C1136643517',164.0,4.0,142.0,8.0,1.0,1.0,5.0,0.0
'C1136761152',6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
'C1136859577',176.0,0.0,152.0,12.0,3.0,0.0,3.0,0.0
'C1137292670',170.0,0.0,142.0,15.0,4.0,0.0,3.0,0.0
'C1139909458',171.0,0.0,150.0,8.0,1.0,0.0,3.0,3.0
'C1139944236',156.0,0.0,135.0,5.0,1.0,0.0,1.0,0.0
'C1140073765',169.0,0.0,156.0,6.0,1.0,0.0,3.0,0.0
'C1140809068',130.0,0.0,116.0,3.0,1.0,0.0,0.0,0.0
'C1141481813',178.0,0.0,158.0,7.0,0.0,0.0,3.0,0.0
'C1141524074',174.0,0.0,149.0,11.0,0.0,0.0,9.0,0.0
'C1141582476',184.0,0.0,159.0,8.0,5.0,0.0,5.0,0.0
'C1142118359',106.0,8.0,95.0,3.0,2.0,0.0,2.0,0.0
'C1142956269',86.0,1.0,67.0,0.0,1.0,0.0,7.0,0.0
'C1143297842',155.0,0.0,131.0,2.0,0.0,0.0,3.0,0.0
'C1143300850',168.0,0.0,156.0,5.0,1.0,0.0,1.0,0.0
'C1143401925',114.0,11.0,90.0,4.0,1.0,0.0,8.0,0.0
'C114388565',181.0,0.0,157.0,2.0,5.0,0.0,1.0,0.0
'C1145304322',164.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0
'C11453786',173.0,2.0,146.0,13.0,2.0,0.0,2.0,1.0
'C1146143839',172.0,0.0,158.0,6.0,1.0,0.0,1.0,0.0
'C1147125608',163.0,0.0,142.0,3.0,1.0,0.0,5.0,1.0
'C1147973334',92.0,2.0,80.0,3.0,3.0,0.0,1.0,1.0
'C1148364854',174.0,0.0,143.0,10.0,0.0,0.0,9.0,1.0
'C1148635270',86.0,1.0,71.0,3.0,1.0,0.0,3.0,1.0
'C1148771999',166.0,0.0,148.0,3.0,0.0,0.0,0.0,0.0
'C1148772789',45.0,4.0,29.0,2.0,1.0,1.0,8.0,0.0
'C1149179033',171.0,0.0,153.0,4.0,0.0,0.0,0.0,0.0
'C1149495561',162.0,0.0,133.0,9.0,0.0,0.0,9.0,2.0
'C114981535',178.0,0.0,152.0,15.0,5.0,0.0,0.0,0.0
'C1149893807',93.0,1.0,81.0,4.0,1.0,0.0,4.0,0.0
'C1150646122',173.0,0.0,142.0,16.0,6.0,0.0,5.0,0.0
'C1151051721',176.0,0.0,157.0,8.0,8.0,0.0,0.0,1.0
'C1151600429',41.0,2.0,31.0,0.0,1.0,0.0,1.0,0.0
'C1151799720',178.0,0.0,145.0,7.0,0.0,0.0,5.0,0.0
'C1152092987',32.0,3.0,24.0,0.0,1.0,1.0,1.0,0.0
'C1152356495',180.0,0.0,148.0,11.0,1.0,0.0,15.0,1.0
'C1152835627',151.0,0.0,124.0,13.0,1.0,0.0,5.0,0.0
'C1153569753',166.0,1.0,150.0,6.0,1.0,0.0,3.0,0.0
'C1153792315',97.0,0.0,85.0,0.0,0.0,0.0,3.0,0.0
'C1153943594',168.0,0.0,142.0,10.0,3.0,0.0,3.0,1.0
'C1154612561',173.0,0.0,145.0,14.0,1.0,0.0,7.0,0.0
'C1154631581',171.0,2.0,152.0,0.0,0.0,0.0,1.0,0.0
'C1155259690',112.0,1.0,92.0,4.0,2.0,0.0,6.0,1.0
'C115540448',146.0,5.0,121.0,7.0,3.0,1.0,7.0,1.0
'C1155962240',184.0,0.0,162.0,10.0,1.0,0.0,5.0,0.0
'C115603187',176.0,1.0,157.0,6.0,3.0,0.0,0.0,0.0
'C1156188729',172.0,0.0,148.0,6.0,0.0,0.0,7.0,1.0
'C1156346576',166.0,0.0,145.0,0.0,0.0,0.0,0.0,1.0
'C1156399058',11.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0
'C1156509589',161.0,0.0,149.0,8.0,1.0,0.0,0.0,0.0
'C1156672988',169.0,0.0,155.0,9.0,1.0,0.0,1.0,1.0
'C1156745710',5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
'C1156808163',124.0,4.0,103.0,8.0,1.0,1.0,2.0,0.0
'C1156885344',180.0,0.0,152.0,11.0,7.0,0.0,3.0,5.0
'C1158029630',93.0,2.0,75.0,2.0,1.0,0.0,5.0,0.0
'C1158233054',163.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0
'C1158646143',169.0,0.0,154.0,4.0,0.0,0.0,1.0,0.0
'C1158738757',177.0,0.0,157.0,7.0,5.0,0.0,3.0,0.0
'C1158752013',148.0,0.0,136.0,2.0,0.0,0.0,0.0,0.0
'C1158875335',159.0,1.0,146.0,0.0,1.0,0.0,2.0,0.0
